Title,Difficulty,Accuracy,Content,URL
Common in 3 Sorted Arrays,EasyAccuracy:,22.16%Submissions:,"Note:  Input: arr1 = [1, 5, 10, 20, 40, 80] , arr2 = [6, 7, 20, 80, 100] , arr3 = [3, 4, 15, 20, 30, 70, 80, 120]
Output: [20, 80]
Explanation: 20 and 80 are the only common elements in arr, brr and crr. Input: arr1 = [1, 2, 3, 4, 5] , arr2 = [6, 7] , arr3 = [8,9,10]
Output: [-1]
Explanation: There are no common elements in arr, brr and crr. Input: arr1 = [1, 1, 1, 2, 2, 2], B = [1, 1, 2, 2, 2], arr3 = [1, 1, 1, 1, 2, 2, 2, 2]
Output: [1, 2] Expected Time Complexity: O(n)
Expected Auxiliary Space: O(n) Constraints:
1 <= arr1.size(), arr2.size(), arr3.size() <= 105
-105 <= arr1i , arr2i , 1arr3i <= 105",https://www.geeksforgeeks.org/problems/common-elements1132/1?page=2&sortBy=submissions
Kth from End of Linked List,EasyAccuracy:,41.18%Submissions:,"Given the head of a linked list and the number k, Your task is to find the kth node from the end. If k is more than the number of nodes, then the output should be -1. Examples Input: LinkedList: 1->2->3->4->5->6->7->8->9, k = 2
Output: 8
Explanation: The given linked list is 1->2->3->4->5->6->7->8->9. The 2nd node from end is 8. Input: LinkedList: 10->5->100->5, k = 5
Output: -1
Explanation: The given linked list is 10->5->100->5. Since 'k' is more than the number of nodes, the output is -1. Expected Time Complexity: O(n).
Expected Auxiliary Space: O(1). Constraints:
1 <= number of nodes <= 106
1 <= node->data , x <= 106
1 <= k <= 106",https://www.geeksforgeeks.org/problems/nth-node-from-end-of-linked-list/1?page=2&sortBy=submissions
Rotate Array,MediumAccuracy:,37.06%Submissions:,"Given an unsorted array arr[]. Rotate the array to the left (counter-clockwise direction) by d steps, where d is a positive integer. Do the mentioned change in the array in place. Note: Consider the array as circular. Examples : Input: arr[] = [1, 2, 3, 4, 5], d = 2
Output: [3, 4, 5, 1, 2]
Explanation: when rotated by 2 elements, it becomes 3 4 5 1 2. Input: arr[] = [2, 4, 6, 8, 10, 12, 14, 16, 18, 20], d = 3
Output: [8, 10, 12, 14, 16, 18, 20, 2, 4, 6]
Explanation: when rotated by 3 elements, it becomes 8 10 12 14 16 18 20 2 4 6. Input: arr[] = [7, 3, 9, 1], d = 9
Output: [3, 9, 1, 7]
Explanation: when we rotate 9 times, we'll get 3 9 1 7 as resultant array. Constraints:
1 <= arr.size(), d <= 105",https://www.geeksforgeeks.org/problems/rotate-array-by-n-elements-1587115621/1?page=2&sortBy=submissions
Array Search,BasicAccuracy:,40.95%Submissions:,"Given an array, arr of n integers, and an integer element x, find whether element x is present in the array. Return the index of the first occurrence of x in the array, or -1 if it doesn't exist. Examples: Input: arr[] = [1, 2, 3, 4], x = 3
Output: 2
Explanation: There is one test case with array as [1, 2, 3 4] and element to be searched as 3. Since 3 is present at index 2, the output is 2. Input: arr[] = [10, 8, 30, 4, 5], x = 5
Output: 4
Explanation: For array [1, 2, 3, 4, 5], the element to be searched is 5 and it is at index 4. So, the output is 4. Input: arr[] = [10, 8, 30], x = 6
Output: -1
Explanation: The element to be searched is 6 and its not present, so we return -1. Expected Time Complexity: O(n).
Expected Auxiliary Space: O(1).  Constraints:
1 <= arr.size <= 106
0 <= arr[i] <= 106
0 <= x <= 105",https://www.geeksforgeeks.org/problems/search-an-element-in-an-array-1587115621/1?page=2&sortBy=submissions
Union of Arrays with Duplicates,EasyAccuracy:,42.22%Submissions:,"Given two arrays a[] and b[], the task is to find the number of elements in the union between these two arrays. Note: Elements are not necessarily distinct. Examples Input: a[] = [1, 2, 3, 4, 5], b[] = [1, 2, 3]
Output: 5
Explanation: 1, 2, 3, 4 and 5 are the elements which comes in the union setof both arrays. So count is 5. Input: a[] = [85, 25, 1, 32, 54, 6], b[] = [85, 2]
Output: 7
Explanation: 85, 25, 1, 32, 54, 6, and 2 are the elements which comes in the union set of both arrays. So count is 7. Input: a[] = [1, 2, 1, 1, 2], b[] = [2, 2, 1, 2, 1]
Output: 2
Explanation: We need to consider only distinct. So count is 2. Constraints:",https://www.geeksforgeeks.org/problems/union-of-two-arrays3538/1?page=2&sortBy=submissions
Maximum Product Subarray,MediumAccuracy:,18.09%Submissions:,"Given an array arr[] that contains positive and negative integers (may contain 0 as well). Find the maximum product that we can get in a subarray of arr. Examples Input: arr[] = [-2, 6, -3, -10, 0, 2]
Output: 180
Explanation: The subarray with maximum product is {6, -3, -10} with product = 6 * (-3) * (-10) = 180. Input: arr[] = [-1, -3, -10, 0, 60]
Output: 60
Explanation: The subarray with maximum product is {60}. Input: arr[] = [2, 3, 4]
Output: 24 Explanation: For an array with all positive elements, the result is product of all elements. Constraints:
1 ≤ arr.size() ≤ 106
-10  ≤  arr[i]  ≤  10",https://www.geeksforgeeks.org/problems/maximum-product-subarray3604/1?page=2&sortBy=submissions
Array Subset,BasicAccuracy:,44.05%Submissions:,"Given two arrays: a[] and b[], where both arrays may contain duplicate elements. The task is to determine whether array b is a subset of array a. It's important to note that both arrays can be unsorted. Additionally, each occurrence of a duplicate element within an array is considered as a separate element of the set. Examples: Input: a[] = [11, 7, 1, 13, 21, 3, 7, 3], b[] = [11, 3, 7, 1, 7]
Output: Yes
Explanation: b[] is a subset of a[] Input: a[] = [1, 2, 3, 4, 4, 5, 6], b[] = [1, 2, 4]
Output: Yes
Explanation: b[] is a subset of a[] Input: a[] = [10, 5, 2, 23, 19], b[] = [19, 5, 3]
Output: No
Explanation: b[] is not a subset of a[] Constraints:
1 <= a.size(), b.size() <= 105
0 <= a[i], b[j] <= 106",https://www.geeksforgeeks.org/problems/array-subset-of-another-array2317/1?page=3&sortBy=submissions
Reverse a String,BasicAccuracy:,69.49%Submissions:,"You are given a string s, and your task is to reverse the string. Examples: Input: s = ""Geeks""
Output: ""skeeG"" Input: s = ""for""
Output: ""rof"" Input: s = ""a""
Output: ""a"" Constraints:
1 <= s.size() <= 106
s contains only alphabetic characters (both uppercase and lowercase).",https://www.geeksforgeeks.org/problems/reverse-a-string/1?page=3&sortBy=submissions
Floor in a Sorted Array,EasyAccuracy:,33.75%Submissions:,"Given a sorted array arr[] (with unique elements) and an integer k, find the index (0-based) of the largest element in arr[] that is less than or equal to k. This element is called the ""floor"" of k. If such an element does not exist, return -1. Input: arr[] = [1, 2, 8, 10, 11, 12, 19], k = 0
Output: -1
Explanation: No element less than 0 is found. So output is -1. Input: arr[] = [1, 2, 8, 10, 11, 12, 19], k = 5
Output: 1
Explanation: Largest Number less than 5 is 2 , whose index is 1. Input: arr[] = [1, 2, 8], k = 1
Output: 0
Explanation: Largest Number less than or equal to 1 is 1 , whose index is 0. Constraints:
1 ≤ arr.size() ≤ 106
1 ≤ arr[i] ≤ 106
0 ≤ k ≤ arr[n-1]",https://www.geeksforgeeks.org/problems/floor-in-a-sorted-array-1587115620/1?page=3&sortBy=submissions
Check Equal Arrays,BasicAccuracy:,42.18%Submissions:,"Given two arrays arr1 and arr2 of equal size, the task is to find whether the given arrays are equal. Two arrays are said to be equal if both contain the same set of elements, arrangements (or permutations) of elements may be different though.
Note: If there are repetitions, then counts of repeated elements must also be the same for two arrays to be equal. Examples: Input: arr1[] = [1, 2, 5, 4, 0], arr2[] = [2, 4, 5, 0, 1]
Output: true
Explanation: Both the array can be rearranged to [0,1,2,4,5] Input: arr1[] = [1, 2, 5], arr2[] = [2, 4, 15]
Output: false
Explanation: arr1[] and arr2[] have only one common value. Expected Time Complexity: O(n)
Expected Space Complexity: O(n) Constraints:
1<= arr1.size, arr2.size<=107
0<=arr1[], arr2[]<=109",https://www.geeksforgeeks.org/problems/check-if-two-arrays-are-equal-or-not3847/1?page=3&sortBy=submissions
Palindrome String,EasyAccuracy:,51.21%Submissions:,"You are given a string s. Your task is to determine if the string is a palindrome. A string is considered a palindrome if it reads the same forwards and backwards. Examples : Input: s = ""abba""
Output: true
Explanation: ""abba"" reads the same forwards and backwards, so it is a palindrome. Input: s = ""abc"" 
Output: false
Explanation: ""abc"" does not read the same forwards and backwards, so it is not a palindrome. Input: s = ""a""
Output: true
Explanation: A single-character string is always a palindrome. Input: s = ""acbca""
Output: true
Explanation: ""acbca"" reads the same forwards and backwards, so it is a palindrome. Constraints:
1 ≤ s.size() ≤ 106
The string s contains only lowercase letters (a-z).",https://www.geeksforgeeks.org/problems/palindrome-string0817/1?page=3&sortBy=submissions
Largest Element in Array,BasicAccuracy:,67.48%Submissions:,"Given an array arr[]. The task is to find the largest element and return it. Examples: Input: arr = [1, 8, 7, 56, 90]
Output: 90
Explanation: The largest element of the given array is 90. Input: arr = [5, 5, 5, 5]
Output: 5
Explanation: The largest element of the given array is 5. Input: arr = [10]
Output: 10
Explanation: There is only one element which is the largest. Constraints:
1 <= arr.size()<= 106
0 <= arr[i] <= 106",https://www.geeksforgeeks.org/problems/largest-element-in-array4009/1?page=3&sortBy=submissions
K Sized Subarray Maximum,MediumAccuracy:,26.04%Submissions:,"Given an array arr[] of integers and an integer k, your task is to find the maximum value for each contiguous subarray of size k. The output should be an array of maximum values corresponding to each contiguous subarray. Examples: Input: arr[] = [1, 2, 3, 1, 4, 5, 2, 3, 6], k = 3
Output: [3, 3, 4, 5, 5, 5, 6] 
Explanation: 
1st contiguous subarray = [1 2 3] max = 3
2nd contiguous subarray = [2 3 1] max = 3
3rd contiguous subarray = [3 1 4] max = 4
4th contiguous subarray = [1 4 5] max = 5
5th contiguous subarray = [4 5 2] max = 5
6th contiguous subarray = [5 2 3] max = 5
7th contiguous subarray = [2 3 6] max = 6 Input: arr[] = [8, 5, 10, 7, 9, 4, 15, 12, 90, 13], k = 4
Output: [10, 10, 10, 15, 15, 90, 90]
Explanation: 
1st contiguous subarray = [8 5 10 7], max = 10
2nd contiguous subarray = [5 10 7 9], max = 10
3rd contiguous subarray = [10 7 9 4], max = 10
4th contiguous subarray = [7 9 4 15], max = 15
5th contiguous subarray = [9 4 15 12], max = 15
6th contiguous subarray = [4 15 12 90], max = 90
7th contiguous subarray = [15 12 90 13], max = 90 Input: arr[] = [5, 1, 3, 4, 2, 6], k = 1
Output: [5, 1, 3, 4, 2, 6]
Explanation: 
When k = 1, each element in the array is its own subarray, so the output is simply the same array Constraints:
1 ≤ arr.size() ≤ 106
1 ≤ k ≤ arr.size()
0 ≤ arr[i] ≤ 109",https://www.geeksforgeeks.org/problems/maximum-of-all-subarrays-of-size-k3101/1?page=3&sortBy=submissions
Middle of a Linked List,EasyAccuracy:,57.93%Submissions:,"Given the head of a linked list, the task is to find the middle. For example, the middle of 1-> 2->3->4->5 is 3. If there are two middle nodes (even count), return the second middle. For example, middle of 1->2->3->4->5->6 is 4. Linked list: 1->2->3->4->5
Output: 3

Explanation: The given linked list is Linked list: 2->4->6->7->5->1
Output: 7

Explanation: The given linked list is Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1) Constraints:
1 <= no. of nodes <= 105",https://www.geeksforgeeks.org/problems/finding-middle-element-in-a-linked-list/1?page=3&sortBy=submissions
Reverse Words,EasyAccuracy:,56.08%Submissions:,"Given a string s, reverse the string without reversing its individual words. Words are separated by spaces. Note: The string may contain leading or trailing spaces, or multiple spaces between two words. The returned string should only have a single space separating the words, and no extra spaces should be included. Examples : Input: s = "" i like this program very much ""
Output: ""much very program this like i""
Explanation: After removing extra spaces and reversing the whole string (not individual words), the input string becomes ""much very program this like i"". Input: s = "" pqr mno ""
Output: ""mno pqr""
Explanation: After removing extra spaces and reversing the whole string, the input string becomes ""mno pqr"". Input: s = "" a ""
Output: ""a""
Explanation: The input string contains only one word with extra spaces around it. After removing the extra spaces, the output is ""a"".Constraints: Constraints:
1 <= s.size() <= 106
String s contains only lowercase English alphabets and spaces.",https://www.geeksforgeeks.org/problems/reverse-words-in-a-given-string5459/1?page=3&sortBy=submissions
Largest subarray with 0 sum,MediumAccuracy:,41.84%Submissions:,"Given an array arr containing both positive and negative integers, the task is to compute the length of the largest subarray that has a sum of 0. Examples: Input: arr[] = [15, -2, 2, -8, 1, 7, 10, 23]
Output: 5
Explanation: The largest subarray with a sum of 0 is [-2, 2, -8, 1, 7]. Input: arr[] = [2, 10, 4]
Output: 0
Explanation: There is no subarray with a sum of 0. Input: arr[] = [1, 0, -4, 3, 1, 0]
Output: 5
Explanation: The subarray is [0, -4, 3, 1, 0]. Constraints:
1 ≤ arr.size() ≤ 106
−103 ≤ arr[i] ≤ 103, for each valid i",https://www.geeksforgeeks.org/problems/largest-subarray-with-0-sum/1?page=3&sortBy=submissions
Union of Two Sorted Arrays with Duplicate Elements,MediumAccuracy:,31.39%Submissions:,"Given two sorted arrays a[] and b[], where each array may contain duplicate elements , the task is to return the elements in the union of the two arrays in sorted order. Examples: Input: a[] = [1, 2, 3, 4, 5], b[] = [1, 2, 3, 6, 7] Output: 1 2 3 4 5 6 7 Explanation: Distinct elements including both the arrays are: 1 2 3 4 5 6 7. Input: a[] = [2, 2, 3, 4, 5], b[] = [1, 1, 2, 3, 4]
Output: 1 2 3 4 5
Explanation: Distinct elements including both the arrays are: 1 2 3 4 5. Input: a[] = [1, 1, 1, 1, 1], b[] = [2, 2, 2, 2, 2]
Output: 1 2
Explanation: Distinct elements including both the arrays are: 1 2. Constraints:
1  <=  a.size(), b.size()  <=  105
-109  <=  a[i] , b[i]  <=  109",https://www.geeksforgeeks.org/problems/union-of-two-sorted-arrays-1587115621/1?page=3&sortBy=submissions
Count Digits,EasyAccuracy:,30.45%Submissions:,"Given a positive integer n, count the number of digits in n that divide n evenly (i.e., without leaving a remainder). Return the total number of such digits. Examples : Input: n = 12
Output: 2
Explanation: 1, 2 when both divide 12 leaves remainder 0. Input: n = 2446
Output: 1
Explanation: Here among 2, 4, 6 only 2 divides 2446 evenly while 4 and 6 do not. Input: n = 23
Output: 0
Explanation: 2 and 3, none of them divide 23 evenly. Constraints:
1<= n <=105",https://www.geeksforgeeks.org/problems/count-digits5716/1?page=3&sortBy=submissions
Smallest Positive Missing Number,MediumAccuracy:,25.13%Submissions:,"You are given an integer array arr[]. Your task is to find the smallest positive number missing from the array. Examples: Input: arr[] = [2, -3, 4, 1, 1, 7]
Output: 3
Explanation: Smallest positive missing number is 3. Input: arr[] = [5, 3, 2, 5, 1]
Output: 4
Explanation: Smallest positive missing number is 4. Input: arr[] = [-8, 0, -1, -4, -3]
Output: 1
Explanation: Smallest positive missing number is 1. Constraints:  
1 <= arr.size() <= 105
-106 <= arr[i] <= 106",https://www.geeksforgeeks.org/problems/smallest-positive-missing-number-1587115621/1?page=3&sortBy=submissions
Palindrome Linked List,MediumAccuracy:,41.48%Submissions:,"Examples: Input: LinkedList: 1->2->1->1->2->1
Output: true
Explanation: The given linked list is 1->2->1->1->2->1 , which is a palindrome and Hence, the output is true. Input: LinkedList: 1->2->3->4
Output: false
Explanation: The given linked list is 1->2->3->4, which is not a palindrome and Hence, the output is false. Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1)  Constraints:
1 <= number of nodes <= 105
1 ≤ node->data ≤ 103",https://www.geeksforgeeks.org/problems/check-if-linked-list-is-pallindrome/1?page=3&sortBy=submissions
Top View of Binary Tree,MediumAccuracy:,38.43%Submissions:,"Top view will be: 4 2 1 3 7
Note: Return nodes from leftmost node to rightmost node. Also if 2 nodes are outside the shadow of the tree and are at same position then consider the left ones only(i.e. leftmost). 
For ex - 1 2 3 N 4 5 N 6 N 7 N 8 N 9 N N N N N will give 8 2 1 3 as answer. Here 8 and 9 are on the same position but 9 will get shadowed. Example 1: Input:
  1
  /    \
 2      3
Output: 2 1 3 Example 2: Input:
  10
    /      \
 20        30
 /   \    /    \
40   60 90    100
Output: 40 20 10 30 100 Since this is a function problem. You don't have to take input. Just complete the function topView() that takes root node as parameter and returns a list of nodes visible from the top view from left to right. Expected Time Complexity: O(NlogN)
Expected Auxiliary Space: O(N). Constraints:
1 ≤ N ≤ 105
1 ≤ Node Data ≤ 105",https://www.geeksforgeeks.org/problems/top-view-of-binary-tree/1?page=3&sortBy=submissions
Nth Fibonacci Number,EasyAccuracy:,22.3%Submissions:,"Examples : Input: n = 5
Output: 5
Explanation: The 5th Fibonacci number is 5. Input: n = 0
Output: 1 
Explanation: The 0th Fibonacci number is 0. Input: n = 1
Output: 1
Explanation: The 1st Fibonacci number is 1. Constraints:
0 ≤ n ≤ 30",https://www.geeksforgeeks.org/problems/nth-fibonacci-number1335/1?page=3&sortBy=submissions
Anagram,EasyAccuracy:,44.93%Submissions:,"Given two strings s1 and s2 consisting of lowercase characters. The task is to check whether two given strings are an anagram of each other or not. An anagram of a string is another string that contains the same characters, only the order of characters can be different. For example, act and tac are an anagram of each other. Strings s1 and s2 can only contain lowercase alphabets. Note: You can assume both the strings s1 & s2 are non-empty. Examples : Input: s1 = ""geeks"", s2 = ""kseeg""
Output: true
Explanation: Both the string have same characters with same frequency. So, they are anagrams. Input: s1 = ""allergy"", s2 = ""allergic""
Output: false
Explanation: Characters in both the strings are not same, so they are not anagrams. Input: s1 = ""g"", s2 = ""g""
Output: true
Explanation: Character in both the strings are same, so they are anagrams. Constraints:
1 ≤ s1.size(), s2.size() ≤ 105",https://www.geeksforgeeks.org/problems/anagram-1587115620/1?page=3&sortBy=submissions
Reverse array in groups,BasicAccuracy:,37.48%Submissions:,"Given an array arr of positive integers. Reverse every sub-array group of size k. Examples: Input: k = 3, arr= [1, 2, 3, 4, 5]
Output: [3, 2, 1, 5, 4]
Explanation: First group consists of elements 1, 2, 3. Second group consists of 4,5. Input: k = 5, arr = [5, 6, 8, 9]
Output: [9, 8, 6, 5]
Explnation: Since k is greater than array size, the entire array is reversed. Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1) Constraints:
1 ≤ arr.size(), k ≤ 107
1 ≤ arr[i] ≤ 1018",https://www.geeksforgeeks.org/problems/reverse-array-in-groups0255/1?page=3&sortBy=submissions
Find triplets with zero sum,MediumAccuracy:,25.81%Submissions:,"Given an array arr[] of integers, determine whether it contains a triplet whose sum equals zero. Return true if such a triplet exists, otherwise, return false. Examples: Input: arr[] = [0, -1, 2, -3, 1]
Output: true
Explanation: The triplet [0, -1, 1] has a sum equal to zero. Input: arr[] = [1, 2, 3]
Output: false
Explanation: No triplet with a sum of zero exists. Input: arr[] = [-5, 3, 2, -1, 0, 1]
Output: true
Explanation: The triplet [-5, 3, 2] has a sum equal to zero. Constraints:
1 <= arr.size() <= 103",https://www.geeksforgeeks.org/problems/find-triplets-with-zero-sum/1?page=3&sortBy=submissions
Power Of Numbers,MediumAccuracy:,20.22%Submissions:,"Given a number n, find the value of n raised to the power of its own reverse. Note: The result will always fit into a 32-bit signed integer. Examples: Input: n = 2
Output: 4
Explanation: The reverse of 2 is 2, and 22 = 4. Input: n = 10
Output: 10
Explanation: The reverse of 10 is 1 (leading zero is discarded), and 101 = 10. Input: n = 3
Output: 3
Explanation: The reverse of 3 is 3, and 33 = 27. Constraints:
1 <= n <= 10",https://www.geeksforgeeks.org/problems/power-of-numbers-1587115620/1?page=3&sortBy=submissions
Balanced Tree Check,EasyAccuracy:,43.15%Submissions:,"Given a binary tree, determine if it is height-balanced. A binary tree is considered height-balanced if the absolute difference in heights of the left and right subtrees is at most 1 for every node in the tree. Examples: Input: root[] = [1, 2, N, N, 3]
      1
    /
   2
    \
     3 
Output: false
Explanation: The height difference between the left and right subtrees at node 1 is 2, which exceeds 1. Hence, the tree is not balanced. Input: root[] = [10, 20, 30, 40, 60]
       10
     /   \
    20   30 
  /   \
 40   60
Output: true
Explanation: The height difference between the left and right subtrees at all nodes is at most 1. Hence, the tree is balanced. Input: root[] = [1, 2, 3, 4, N, N, N, 5]
 1
 / \
 2 3
 / 
 4
 /
 5
Output: false
Explanation: The height difference between the left and right subtrees at node 2 is 2, which exceeds 1. Hence, the tree is not balanced. Constraints:
1 <=number of nodes <= 105
1 <= node->data <= 100",https://www.geeksforgeeks.org/problems/check-for-balanced-tree/1?page=4&sortBy=submissions
Row with max 1s,MediumAccuracy:,33.09%Submissions:,"You are given a 2D binary array arr[][] consisting of only 1s and 0s. Each row of the array is sorted in non-decreasing order. Your task is to find and return the index of the first row that contains the maximum number of 1s. If no such row exists, return -1. Note: Examples: Input: arr[][] = [[0,1,1,1], [0,0,1,1], [1,1,1,1], [0,0,0,0]]
Output: 2
Explanation: Row 2 contains the most number of 1s (4 1s). Hence, the output is 2. Input: arr[][] = [[0,0], [1,1]]
Output: 1
Explanation: Row 1 contains the most number of 1s (2 1s). Hence, the output is 1. Input: arr[][] = [[0,0], [0,0]]
Output: -1
Explanation: No row contains any 1s, so the output is -1. Constraints:
1 ≤ arr.size(), arr[i].size() ≤ 103
0 ≤ arr[i][j] ≤ 1 ",https://www.geeksforgeeks.org/problems/row-with-max-1s0023/1?page=4&sortBy=submissions
Frequencies of Limited Range Array Elements,EasyAccuracy:,27.64%Submissions:,"You are given an array arr[] containing positive integers. The elements in the array arr[] range from 1 to n (where n is the size of the array), and some numbers may be repeated or absent. Your task is to count the frequency of all numbers in the range 1 to n and return an array of size n such that result[i] represents the frequency of the number i (1-based indexing). Examples Input: arr[] = [2, 3, 2, 3, 5]
Output: [0, 2, 2, 0, 1]
Explanation: We have: 1 occurring 0 times, 2 occurring 2 times, 3 occurring 2 times, 4 occurring 0 times, and 5 occurring 1 time. Input: arr[] = [3, 3, 3, 3]
Output: [0, 0, 4, 0]
Explanation: We have: 1 occurring 0 times, 2 occurring 0 times, 3 occurring 4 times, and 4 occurring 0 times. Input: arr[] = [1]
Output: [1]
Explanation: We have: 1 occurring 1 time, and there are no other numbers between 1 and the size of the array. Constraints:
1 ≤ arr.size() ≤ 106
1 ≤ arr[i] ≤ arr.size()",https://www.geeksforgeeks.org/problems/frequency-of-array-elements-1587115620/1?page=4&sortBy=submissions
Longest Increasing Subsequence,MediumAccuracy:,32.8%Submissions:,"Given an array arr[] of integers, the task is to find the length of the Longest Strictly Increasing Subsequence (LIS). A subsequence is considered strictly increasing if each element in the subsequence is strictly less than the next element. Examples: Input: arr[] = [5, 8, 3, 7, 9, 1]
Output: 3
Explanation: The longest strictly increasing subsequence could be [5, 7, 9], which has a length of 3. Input: arr[] = [0, 8, 4, 12, 2, 10, 6, 14, 1, 9, 5, 13, 3, 11, 7, 15]
Output: 6
Explanation: One of the possible longest strictly increasing subsequences is [0, 2, 6, 9, 13, 15], which has a length of 6. Input: arr[] = [3, 10, 2, 1, 20]
Output: 3
Explanation: The longest strictly increasing subsequence could be [3, 10, 20], which has a length of 3. Input: arr[] = [3, 2]
Output: 1
Explanation: Since there is no strictly increasing subsequence, the longest subsequence is any single element, thus the length is 1. Constraints:",https://www.geeksforgeeks.org/problems/longest-increasing-subsequence-1587115620/1?page=4&sortBy=submissions
Reverse a linked list,EasyAccuracy:,73.11%Submissions:,"Linked list: 1->2->3->4->5->6
Output: 6->5->4->3->2->1
Explanation: 2->7->10->9->8 
Output: 8->9->10->7->2
Explanation: 10
Output: 10
Explanation: For a single node list, the reverse would be same as original Expected Time Complexity: O(n)
Expected Space  Constraints:
1 <= number of nodes, data of nodes <= 105",https://www.geeksforgeeks.org/problems/reverse-a-linked-list/1?page=4&sortBy=submissions
nCr,MediumAccuracy:,14.82%Submissions:,"Given two integers n and r, find nCr. 
Note: If r is greater than n, return 0. Examples: Input: n = 3, r = 2
Output: 3
Explaination: 3C2 = 3. Input: n = 2, r = 4
Output: 0
Explaination: r is greater than n. Input: n = 5, r = 0
Output: 1
Explaination: Any nC0 = 1 by definition, regardless of the value of nn. Constraints:
1 ≤ n ≤ 32
1 ≤ r ≤ 32",https://www.geeksforgeeks.org/problems/ncr1019/1?page=4&sortBy=submissions
Prime Number,BasicAccuracy:,22.2%Submissions:,"Given a number n, determine whether it is a prime number or not. A prime number is a number greater than 1 that has no positive divisors other than 1 and itself. Examples : Input: n = 7
Output: true
Explanation: 7 has exactly two divisors: 1 and 7, making it a prime number. Input: n = 25
Output: false
Explanation: 25 has more than two divisors: 1, 5, and 25, so it is not a prime number. Input: n = 1
Output: false
Explanation: 1 has only one divisor (1 itself), which is not sufficient for it to be considered prime. Constraints:
1 ≤ n ≤ 109",https://www.geeksforgeeks.org/problems/prime-number2314/1?page=4&sortBy=submissions
Longest Consecutive Subsequence,MediumAccuracy:,33.0%Submissions:,"Given an array arr of non-negative integers. Find the length of the longest sub-sequence such that elements in the subsequence are consecutive integers, the consecutive numbers can be in any order. Examples: Input: arr[] = [2, 6, 1, 9, 4, 5, 3]
Output: 6
Explanation: The consecutive numbers here are 1, 2, 3, 4, 5, 6. These 6 numbers form the longest consecutive subsquence. Input: arr[] = [1, 9, 3, 10, 4, 20, 2]
Output: 4
Explanation: 1, 2, 3, 4 is the longest consecutive subsequence. Input: arr[] = [15, 13, 12, 14, 11, 10, 9]
Output: 7
Explanation: The longest consecutive subsequence is 9, 10, 11, 12, 13, 14, 15, which has a length of 7. Constraints:",https://www.geeksforgeeks.org/problems/longest-consecutive-subsequence2449/1?page=4&sortBy=submissions
Longest Palindrome Substring,MediumAccuracy:,23.2%Submissions:,"Given a string s, your task is to find the longest palindromic substring within s. A substring is a contiguous sequence of characters within a string, defined as s[i...j] where 0 ≤ i ≤ j < len(s). A palindrome is a string that reads the same forward and backward. More formally, s is a palindrome if reverse(s) == s. Note: If there are multiple palindromes with the same length, return the first occurrence of the longest palindromic substring from left to right. Examples : Input: s = ""aaaabbaa""
Output: ""aabbaa""
Explanation: The longest palindromic substring is ""aabbaa"". Input: s = ""abc""
Output: ""a""
Explanation: ""a"", ""b"", and ""c"" are all palindromes of the same length, but ""a"" appears first. Input: s = ""abacdfgdcaba""
Output: ""aba""
Explanation: The longest palindromic substring is ""aba"", which occurs twice. The first occurrence is returned. Constraints:
1 ≤ s.size() ≤ 103
The string s consists of only lowercase English letters ('a' to 'z').",https://www.geeksforgeeks.org/problems/longest-palindrome-in-a-string3411/1?page=4&sortBy=submissions
Triplet Sum in Array,MediumAccuracy:,35.0%Submissions:,"Given an array arr[] and an integer target, determine if there exists a triplet in the array whose sum equals the given target. Examples Input: arr[] = [1, 4, 45, 6, 10, 8], target = 13
Output: true
Explanation: The triplet {1, 4, 8} sums up to 13 Input: arr[] = [1, 2, 4, 3, 6, 7], target = 10
Output: true
Explanation: The triplets {1, 3, 6} and {1, 2, 7} both sum to 10. Input: arr[] = [40, 20, 10, 3, 6, 7], target = 24
Output: false
Explanation: No triplet in the array sums to 24 Constraints:
3 ≤ arr.size() ≤ 103
1 ≤ arr[i] ≤ 105",https://www.geeksforgeeks.org/problems/triplet-sum-in-array-1587115621/1?page=4&sortBy=submissions
Min and Max in Array,BasicAccuracy:,68.55%Submissions:,"Given an array arr. Your task is to find the minimum and maximum elements in the array. Note: Return an array that contains two elements the first one will be a minimum element and the second will be a maximum of an array. Examples: Input: arr = [3, 2, 1, 56, 10000, 167]
Output: 1 10000
Explanation: minimum and maximum elements of array are 1 and 10000. Input: arr = [1, 345, 234, 21, 56789]
Output: 1 56789
Explanation: minimum and maximum element of array are 1 and 56789. Input: arr = [56789]
Output: 56789 56789 Explanation: Since the array contains only one element so both min & max are same. Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1) Constraints:
1 <= arr.size() <= 105
1 <= arr[i] <=1012",https://www.geeksforgeeks.org/problems/find-minimum-and-maximum-element-in-an-array4428/1?page=4&sortBy=submissions
