Title,Difficulty,Accuracy,Content,URL
Tree Boundary Traversal,Medium,23.33,"Left Boundary: This includes all the nodes on the path from the root to the leftmost leaf node. You must prefer the left child over the right child when traversing. Do not include leaf nodes in this section. Leaf Nodes: All leaf nodes, in left-to-right order, that are not part of the left or right boundary. Reverse Right Boundary: This includes all the nodes on the path from the rightmost leaf node to the root, traversed in reverse order. You must prefer the right child over the left child when traversing. Do not include the root in this section if it was already included in the left boundary. Note: If the root doesn't have a left subtree or right subtree, then the root itself is the left or right boundary.  <br/> Examples <br/>: Input: root[] = [1, 2, 3, 4, 5, 6, 7, N, N, 8, 9, N, N, N, N] 
 1 
  / \
  2 3  
  / \ / \ 
  4 5 6 7
  / \
  8 9
 
<br/> Output: [1, 2, 4, 8, 9, 6, 7, 3]
<br/> Explanation: Input: root[] = [1, 2, N, 4, 9, 6, 5, N, 3, N, N, N, N 7, 8] 
 1
 /
 2
 / \
 4 9
 / \ \
 6 5 3
 / \
 7 8

<br/> Output: [1, 2, 4, 6, 5, 7, 8]
<br/> Explanation:
As the root doesn't have a right subtree, the right boundary is not included in the traversal. Input: root[] = [1, N, 2, N, 3, N, 4, N, N] 
 1
 \
 2
 \
 3
 \
 4

<br/> Output: [1, 4, 3, 2]
<br/> Explanation:
Left boundary: [1] (as there is no left subtree)
Leaf nodes: [4]
Right boundary: [3, 2] (in reverse order)
Final traversal: [1, 4, 3, 2] <br/> Constraints:",https://www.geeksforgeeks.org/problems/boundary-traversal-of-binary-tree/1?page=2&sortBy=submissions
Common in 3 Sorted Arrays,Easy,22.16,"Note:  Input: arr1 = [1, 5, 10, 20, 40, 80] , arr2 = [6, 7, 20, 80, 100] , arr3 = [3, 4, 15, 20, 30, 70, 80, 120]
<br/> Output: [20, 80]
<br/> Explanation: 20 and 80 are the only common elements in arr, brr and crr. Input: arr1 = [1, 2, 3, 4, 5] , arr2 = [6, 7] , arr3 = [8,9,10]
<br/> Output: [-1]
<br/> Explanation: There are no common elements in arr, brr and crr. Input: arr1 = [1, 1, 1, 2, 2, 2], B = [1, 1, 2, 2, 2], arr3 = [1, 1, 1, 1, 2, 2, 2, 2]
<br/> Output: [1, 2] Expected Time Complexity: O(n)
Expected Auxiliary Space: O(n) <br/> Constraints:
1 <= arr1.size(), arr2.size(), arr3.size() <= 105
-105 <= arr1i , arr2i , 1arr3i <= 105",https://www.geeksforgeeks.org/problems/common-elements1132/1?page=2&sortBy=submissions
Kth from End of Linked List,Easy,41.18,"Given the head of a linked list and the number k, Your task is to find the kth node from the end. If k is more than the number of nodes, then the output should be -1. Examples Input: LinkedList: 1->2->3->4->5->6->7->8->9, k = 2
<br/> Output: 8
<br/> Explanation: The given linked list is 1->2->3->4->5->6->7->8->9. The 2nd node from end is 8. Input: LinkedList: 10->5->100->5, k = 5
<br/> Output: -1
<br/> Explanation: The given linked list is 10->5->100->5. Since 'k' is more than the number of nodes, the output is -1. Expected Time Complexity: O(n).
Expected Auxiliary Space: O(1). <br/> Constraints:
1 <= number of nodes <= 106
1 <= node->data , x <= 106
1 <= k <= 106",https://www.geeksforgeeks.org/problems/nth-node-from-end-of-linked-list/1?page=2&sortBy=submissions
Rotate Array,Medium,37.06,"Given an unsorted array arr[]. Rotate the array to the left (counter-clockwise direction) by d steps, where d is a positive integer. Do the mentioned change in the array in place. Note: Consider the array as circular. Examples : Input: arr[] = [1, 2, 3, 4, 5], d = 2
<br/> Output: [3, 4, 5, 1, 2]
<br/> Explanation: when rotated by 2 elements, it becomes 3 4 5 1 2. Input: arr[] = [2, 4, 6, 8, 10, 12, 14, 16, 18, 20], d = 3
<br/> Output: [8, 10, 12, 14, 16, 18, 20, 2, 4, 6]
<br/> Explanation: when rotated by 3 elements, it becomes 8 10 12 14 16 18 20 2 4 6. Input: arr[] = [7, 3, 9, 1], d = 9
<br/> Output: [3, 9, 1, 7]
<br/> Explanation: when we rotate 9 times, we'll get 3 9 1 7 as resultant array. <br/> Constraints:
1 <= arr.size(), d <= 105",https://www.geeksforgeeks.org/problems/rotate-array-by-n-elements-1587115621/1?page=2&sortBy=submissions
Array Search,Basic,40.95,"Given an array, arr of n integers, and an integer element x, find whether element x is present in the array. Return the index of the first occurrence of x in the array, or -1 if it doesn't exist. <br/> Examples <br/>: Input: arr[] = [1, 2, 3, 4], x = 3
<br/> Output: 2
<br/> Explanation: There is one test case with array as [1, 2, 3 4] and element to be searched as 3. Since 3 is present at index 2, the output is 2. Input: arr[] = [10, 8, 30, 4, 5], x = 5
<br/> Output: 4
<br/> Explanation: For array [1, 2, 3, 4, 5], the element to be searched is 5 and it is at index 4. So, the output is 4. Input: arr[] = [10, 8, 30], x = 6
<br/> Output: -1
<br/> Explanation: The element to be searched is 6 and its not present, so we return -1. Expected Time Complexity: O(n).
Expected Auxiliary Space: O(1).  <br/> Constraints:
1 <= arr.size <= 106
0 <= arr[i] <= 106
0 <= x <= 105",https://www.geeksforgeeks.org/problems/search-an-element-in-an-array-1587115621/1?page=2&sortBy=submissions
Union of Arrays with Duplicates,Easy,42.22,"Given two arrays a[] and b[], the task is to find the number of elements in the union between these two arrays. Note: Elements are not necessarily distinct. Examples Input: a[] = [1, 2, 3, 4, 5], b[] = [1, 2, 3]
<br/> Output: 5
<br/> Explanation: 1, 2, 3, 4 and 5 are the elements which comes in the union setof both arrays. So count is 5. Input: a[] = [85, 25, 1, 32, 54, 6], b[] = [85, 2]
<br/> Output: 7
<br/> Explanation: 85, 25, 1, 32, 54, 6, and 2 are the elements which comes in the union set of both arrays. So count is 7. Input: a[] = [1, 2, 1, 1, 2], b[] = [2, 2, 1, 2, 1]
<br/> Output: 2
<br/> Explanation: We need to consider only distinct. So count is 2. <br/> Constraints:",https://www.geeksforgeeks.org/problems/union-of-two-arrays3538/1?page=2&sortBy=submissions
Maximum Product Subarray,Medium,18.09,"Given an array arr[] that contains positive and negative integers (may contain 0 as well). Find the maximum product that we can get in a subarray of arr. Examples Input: arr[] = [-2, 6, -3, -10, 0, 2]
<br/> Output: 180
<br/> Explanation: The subarray with maximum product is {6, -3, -10} with product = 6 * (-3) * (-10) = 180. Input: arr[] = [-1, -3, -10, 0, 60]
<br/> Output: 60
<br/> Explanation: The subarray with maximum product is {60}. Input: arr[] = [2, 3, 4]
<br/> Output: 24 <br/> Explanation: For an array with all positive elements, the result is product of all elements. <br/> Constraints:
1 ≤ arr.size() ≤ 106
-10  ≤  arr[i]  ≤  10",https://www.geeksforgeeks.org/problems/maximum-product-subarray3604/1?page=2&sortBy=submissions
Array Subset,Basic,44.05,"Given two arrays: a[] and b[], where both arrays may contain duplicate elements. The task is to determine whether array b is a subset of array a. It's important to note that both arrays can be unsorted. Additionally, each occurrence of a duplicate element within an array is considered as a separate element of the set. <br/> Examples <br/>: Input: a[] = [11, 7, 1, 13, 21, 3, 7, 3], b[] = [11, 3, 7, 1, 7]
<br/> Output: Yes
<br/> Explanation: b[] is a subset of a[] Input: a[] = [1, 2, 3, 4, 4, 5, 6], b[] = [1, 2, 4]
<br/> Output: Yes
<br/> Explanation: b[] is a subset of a[] Input: a[] = [10, 5, 2, 23, 19], b[] = [19, 5, 3]
<br/> Output: No
<br/> Explanation: b[] is not a subset of a[] <br/> Constraints:
1 <= a.size(), b.size() <= 105
0 <= a[i], b[j] <= 106",https://www.geeksforgeeks.org/problems/array-subset-of-another-array2317/1?page=3&sortBy=submissions
Reverse a String,Basic,69.49,"You are given a string s, and your task is to reverse the string. <br/> Examples <br/>: Input: s = ""Geeks""
<br/> Output: ""skeeG"" Input: s = ""for""
<br/> Output: ""rof"" Input: s = ""a""
<br/> Output: ""a"" <br/> Constraints:
1 <= s.size() <= 106
s contains only alphabetic characters (both uppercase and lowercase).",https://www.geeksforgeeks.org/problems/reverse-a-string/1?page=3&sortBy=submissions
Floor in a Sorted Array,Easy,33.75,"Given a sorted array arr[] (with unique elements) and an integer k, find the index (0-based) of the largest element in arr[] that is less than or equal to k. This element is called the ""floor"" of k. If such an element does not exist, return -1. Input: arr[] = [1, 2, 8, 10, 11, 12, 19], k = 0
<br/> Output: -1
<br/> Explanation: No element less than 0 is found. So output is -1. Input: arr[] = [1, 2, 8, 10, 11, 12, 19], k = 5
<br/> Output: 1
<br/> Explanation: Largest Number less than 5 is 2 , whose index is 1. Input: arr[] = [1, 2, 8], k = 1
<br/> Output: 0
<br/> Explanation: Largest Number less than or equal to 1 is 1 , whose index is 0. <br/> Constraints:
1 ≤ arr.size() ≤ 106
1 ≤ arr[i] ≤ 106
0 ≤ k ≤ arr[n-1]",https://www.geeksforgeeks.org/problems/floor-in-a-sorted-array-1587115620/1?page=3&sortBy=submissions
Check Equal Arrays,Basic,42.18,"Given two arrays arr1 and arr2 of equal size, the task is to find whether the given arrays are equal. Two arrays are said to be equal if both contain the same set of elements, arrangements (or permutations) of elements may be different though.
Note: If there are repetitions, then counts of repeated elements must also be the same for two arrays to be equal. <br/> Examples <br/>: Input: arr1[] = [1, 2, 5, 4, 0], arr2[] = [2, 4, 5, 0, 1]
<br/> Output: true
<br/> Explanation: Both the array can be rearranged to [0,1,2,4,5] Input: arr1[] = [1, 2, 5], arr2[] = [2, 4, 15]
<br/> Output: false
<br/> Explanation: arr1[] and arr2[] have only one common value. Expected Time Complexity: O(n)
Expected Space Complexity: O(n) <br/> Constraints:
1<= arr1.size, arr2.size<=107
0<=arr1[], arr2[]<=109",https://www.geeksforgeeks.org/problems/check-if-two-arrays-are-equal-or-not3847/1?page=3&sortBy=submissions
Palindrome String,Easy,51.21,"You are given a string s. Your task is to determine if the string is a palindrome. A string is considered a palindrome if it reads the same forwards and backwards. Examples : Input: s = ""abba""
<br/> Output: true
<br/> Explanation: ""abba"" reads the same forwards and backwards, so it is a palindrome. Input: s = ""abc"" 
<br/> Output: false
<br/> Explanation: ""abc"" does not read the same forwards and backwards, so it is not a palindrome. Input: s = ""a""
<br/> Output: true
<br/> Explanation: A single-character string is always a palindrome. Input: s = ""acbca""
<br/> Output: true
<br/> Explanation: ""acbca"" reads the same forwards and backwards, so it is a palindrome. <br/> Constraints:
1 ≤ s.size() ≤ 106
The string s contains only lowercase letters (a-z).",https://www.geeksforgeeks.org/problems/palindrome-string0817/1?page=3&sortBy=submissions
Largest Element in Array,Basic,67.48,"Given an array arr[]. The task is to find the largest element and return it. <br/> Examples <br/>: Input: arr = [1, 8, 7, 56, 90]
<br/> Output: 90
<br/> Explanation: The largest element of the given array is 90. Input: arr = [5, 5, 5, 5]
<br/> Output: 5
<br/> Explanation: The largest element of the given array is 5. Input: arr = [10]
<br/> Output: 10
<br/> Explanation: There is only one element which is the largest. <br/> Constraints:
1 <= arr.size()<= 106
0 <= arr[i] <= 106",https://www.geeksforgeeks.org/problems/largest-element-in-array4009/1?page=3&sortBy=submissions
K Sized Subarray Maximum,Medium,26.04,"Given an array arr[] of integers and an integer k, your task is to find the maximum value for each contiguous subarray of size k. The output should be an array of maximum values corresponding to each contiguous subarray. <br/> Examples <br/>: Input: arr[] = [1, 2, 3, 1, 4, 5, 2, 3, 6], k = 3
<br/> Output: [3, 3, 4, 5, 5, 5, 6] 
<br/> Explanation: 
1st contiguous subarray = [1 2 3] max = 3
2nd contiguous subarray = [2 3 1] max = 3
3rd contiguous subarray = [3 1 4] max = 4
4th contiguous subarray = [1 4 5] max = 5
5th contiguous subarray = [4 5 2] max = 5
6th contiguous subarray = [5 2 3] max = 5
7th contiguous subarray = [2 3 6] max = 6 Input: arr[] = [8, 5, 10, 7, 9, 4, 15, 12, 90, 13], k = 4
<br/> Output: [10, 10, 10, 15, 15, 90, 90]
<br/> Explanation: 
1st contiguous subarray = [8 5 10 7], max = 10
2nd contiguous subarray = [5 10 7 9], max = 10
3rd contiguous subarray = [10 7 9 4], max = 10
4th contiguous subarray = [7 9 4 15], max = 15
5th contiguous subarray = [9 4 15 12], max = 15
6th contiguous subarray = [4 15 12 90], max = 90
7th contiguous subarray = [15 12 90 13], max = 90 Input: arr[] = [5, 1, 3, 4, 2, 6], k = 1
<br/> Output: [5, 1, 3, 4, 2, 6]
<br/> Explanation: 
When k = 1, each element in the array is its own subarray, so the output is simply the same array <br/> Constraints:
1 ≤ arr.size() ≤ 106
1 ≤ k ≤ arr.size()
0 ≤ arr[i] ≤ 109",https://www.geeksforgeeks.org/problems/maximum-of-all-subarrays-of-size-k3101/1?page=3&sortBy=submissions
Middle of a Linked List,Easy,57.93,"Given the head of a linked list, the task is to find the middle. For example, the middle of 1-> 2->3->4->5 is 3. If there are two middle nodes (even count), return the second middle. For example, middle of 1->2->3->4->5->6 is 4. Linked list: 1->2->3->4->5
<br/> Output: 3

<br/> Explanation: The given linked list is Linked list: 2->4->6->7->5->1
<br/> Output: 7

<br/> Explanation: The given linked list is Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1) <br/> Constraints:
1 <= no. of nodes <= 105",https://www.geeksforgeeks.org/problems/finding-middle-element-in-a-linked-list/1?page=3&sortBy=submissions
Reverse Words,Easy,56.08,"Given a string s, reverse the string without reversing its individual words. Words are separated by spaces. Note: The string may contain leading or trailing spaces, or multiple spaces between two words. The returned string should only have a single space separating the words, and no extra spaces should be included. Examples : Input: s = "" i like this program very much ""
<br/> Output: ""much very program this like i""
<br/> Explanation: After removing extra spaces and reversing the whole string (not individual words), the input string becomes ""much very program this like i"". Input: s = "" pqr mno ""
<br/> Output: ""mno pqr""
<br/> Explanation: After removing extra spaces and reversing the whole string, the input string becomes ""mno pqr"". Input: s = "" a ""
<br/> Output: ""a""
<br/> Explanation: The input string contains only one word with extra spaces around it. After removing the extra spaces, the output is ""a"".<br/> Constraints: <br/> Constraints:
1 <= s.size() <= 106
String s contains only lowercase English alphabets and spaces.",https://www.geeksforgeeks.org/problems/reverse-words-in-a-given-string5459/1?page=3&sortBy=submissions
Largest subarray with 0 sum,Medium,41.84,"Given an array arr containing both positive and negative integers, the task is to compute the length of the largest subarray that has a sum of 0. <br/> Examples <br/>: Input: arr[] = [15, -2, 2, -8, 1, 7, 10, 23]
<br/> Output: 5
<br/> Explanation: The largest subarray with a sum of 0 is [-2, 2, -8, 1, 7]. Input: arr[] = [2, 10, 4]
<br/> Output: 0
<br/> Explanation: There is no subarray with a sum of 0. Input: arr[] = [1, 0, -4, 3, 1, 0]
<br/> Output: 5
<br/> Explanation: The subarray is [0, -4, 3, 1, 0]. <br/> Constraints:
1 ≤ arr.size() ≤ 106
−103 ≤ arr[i] ≤ 103, for each valid i",https://www.geeksforgeeks.org/problems/largest-subarray-with-0-sum/1?page=3&sortBy=submissions
Union of Two Sorted Arrays with Duplicate Elements,Medium,31.39,"Given two sorted arrays a[] and b[], where each array may contain duplicate elements , the task is to return the elements in the union of the two arrays in sorted order. <br/> Examples <br/>: Input: a[] = [1, 2, 3, 4, 5], b[] = [1, 2, 3, 6, 7] <br/> Output: 1 2 3 4 5 6 7 <br/> Explanation: Distinct elements including both the arrays are: 1 2 3 4 5 6 7. Input: a[] = [2, 2, 3, 4, 5], b[] = [1, 1, 2, 3, 4]
<br/> Output: 1 2 3 4 5
<br/> Explanation: Distinct elements including both the arrays are: 1 2 3 4 5. Input: a[] = [1, 1, 1, 1, 1], b[] = [2, 2, 2, 2, 2]
<br/> Output: 1 2
<br/> Explanation: Distinct elements including both the arrays are: 1 2. <br/> Constraints:
1  <=  a.size(), b.size()  <=  105
-109  <=  a[i] , b[i]  <=  109",https://www.geeksforgeeks.org/problems/union-of-two-sorted-arrays-1587115621/1?page=3&sortBy=submissions
Count Digits,Easy,30.45,"Given a positive integer n, count the number of digits in n that divide n evenly (i.e., without leaving a remainder). Return the total number of such digits. Examples : Input: n = 12
<br/> Output: 2
<br/> Explanation: 1, 2 when both divide 12 leaves remainder 0. Input: n = 2446
<br/> Output: 1
<br/> Explanation: Here among 2, 4, 6 only 2 divides 2446 evenly while 4 and 6 do not. Input: n = 23
<br/> Output: 0
<br/> Explanation: 2 and 3, none of them divide 23 evenly. <br/> Constraints:
1<= n <=105",https://www.geeksforgeeks.org/problems/count-digits5716/1?page=3&sortBy=submissions
Smallest Positive Missing Number,Medium,25.13,"You are given an integer array arr[]. Your task is to find the smallest positive number missing from the array. <br/> Examples <br/>: Input: arr[] = [2, -3, 4, 1, 1, 7]
<br/> Output: 3
<br/> Explanation: Smallest positive missing number is 3. Input: arr[] = [5, 3, 2, 5, 1]
<br/> Output: 4
<br/> Explanation: Smallest positive missing number is 4. Input: arr[] = [-8, 0, -1, -4, -3]
<br/> Output: 1
<br/> Explanation: Smallest positive missing number is 1. <br/> Constraints:  
1 <= arr.size() <= 105
-106 <= arr[i] <= 106",https://www.geeksforgeeks.org/problems/smallest-positive-missing-number-1587115621/1?page=3&sortBy=submissions
Palindrome Linked List,Medium,41.48,"<br/> Examples <br/>: Input: LinkedList: 1->2->1->1->2->1
<br/> Output: true
<br/> Explanation: The given linked list is 1->2->1->1->2->1 , which is a palindrome and Hence, the output is true. Input: LinkedList: 1->2->3->4
<br/> Output: false
<br/> Explanation: The given linked list is 1->2->3->4, which is not a palindrome and Hence, the output is false. Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1)  <br/> Constraints:
1 <= number of nodes <= 105
1 ≤ node->data ≤ 103",https://www.geeksforgeeks.org/problems/check-if-linked-list-is-pallindrome/1?page=3&sortBy=submissions
Top View of Binary Tree,Medium,38.43,"Top view will be: 4 2 1 3 7
Note: Return nodes from leftmost node to rightmost node. Also if 2 nodes are outside the shadow of the tree and are at same position then consider the left ones only(i.e. leftmost). 
For ex - 1 2 3 N 4 5 N 6 N 7 N 8 N 9 N N N N N will give 8 2 1 3 as answer. Here 8 and 9 are on the same position but 9 will get shadowed. Example 1: Input:
  1
  /    \
 2      3
<br/> Output: 2 1 3 Example 2: Input:
  10
    /      \
 20        30
 /   \    /    \
40   60 90    100
<br/> Output: 40 20 10 30 100 Since this is a function problem. You don't have to take input. Just complete the function topView() that takes root node as parameter and returns a list of nodes visible from the top view from left to right. Expected Time Complexity: O(NlogN)
Expected Auxiliary Space: O(N). <br/> Constraints:
1 ≤ N ≤ 105
1 ≤ Node Data ≤ 105",https://www.geeksforgeeks.org/problems/top-view-of-binary-tree/1?page=3&sortBy=submissions
Nth Fibonacci Number,Easy,22.3,"Examples : Input: n = 5
<br/> Output: 5
<br/> Explanation: The 5th Fibonacci number is 5. Input: n = 0
<br/> Output: 1 
<br/> Explanation: The 0th Fibonacci number is 0. Input: n = 1
<br/> Output: 1
<br/> Explanation: The 1st Fibonacci number is 1. <br/> Constraints:
0 ≤ n ≤ 30",https://www.geeksforgeeks.org/problems/nth-fibonacci-number1335/1?page=3&sortBy=submissions
Anagram,Easy,44.93,"Given two strings s1 and s2 consisting of lowercase characters. The task is to check whether two given strings are an anagram of each other or not. An anagram of a string is another string that contains the same characters, only the order of characters can be different. For example, act and tac are an anagram of each other. Strings s1 and s2 can only contain lowercase alphabets. Note: You can assume both the strings s1 & s2 are non-empty. Examples : Input: s1 = ""geeks"", s2 = ""kseeg""
<br/> Output: true
<br/> Explanation: Both the string have same characters with same frequency. So, they are anagrams. Input: s1 = ""allergy"", s2 = ""allergic""
<br/> Output: false
<br/> Explanation: Characters in both the strings are not same, so they are not anagrams. Input: s1 = ""g"", s2 = ""g""
<br/> Output: true
<br/> Explanation: Character in both the strings are same, so they are anagrams. <br/> Constraints:
1 ≤ s1.size(), s2.size() ≤ 105",https://www.geeksforgeeks.org/problems/anagram-1587115620/1?page=3&sortBy=submissions
Reverse array in groups,Basic,37.48,"Given an array arr of positive integers. Reverse every sub-array group of size k. <br/> Examples <br/>: Input: k = 3, arr= [1, 2, 3, 4, 5]
<br/> Output: [3, 2, 1, 5, 4]
<br/> Explanation: First group consists of elements 1, 2, 3. Second group consists of 4,5. Input: k = 5, arr = [5, 6, 8, 9]
<br/> Output: [9, 8, 6, 5]
Explnation: Since k is greater than array size, the entire array is reversed. Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1) <br/> Constraints:
1 ≤ arr.size(), k ≤ 107
1 ≤ arr[i] ≤ 1018",https://www.geeksforgeeks.org/problems/reverse-array-in-groups0255/1?page=3&sortBy=submissions
Find triplets with zero sum,Medium,25.81,"Given an array arr[] of integers, determine whether it contains a triplet whose sum equals zero. Return true if such a triplet exists, otherwise, return false. <br/> Examples <br/>: Input: arr[] = [0, -1, 2, -3, 1]
<br/> Output: true
<br/> Explanation: The triplet [0, -1, 1] has a sum equal to zero. Input: arr[] = [1, 2, 3]
<br/> Output: false
<br/> Explanation: No triplet with a sum of zero exists. Input: arr[] = [-5, 3, 2, -1, 0, 1]
<br/> Output: true
<br/> Explanation: The triplet [-5, 3, 2] has a sum equal to zero. <br/> Constraints:
1 <= arr.size() <= 103",https://www.geeksforgeeks.org/problems/find-triplets-with-zero-sum/1?page=3&sortBy=submissions
Power Of Numbers,Medium,20.22,"Given a number n, find the value of n raised to the power of its own reverse. Note: The result will always fit into a 32-bit signed integer. <br/> Examples <br/>: Input: n = 2
<br/> Output: 4
<br/> Explanation: The reverse of 2 is 2, and 22 = 4. Input: n = 10
<br/> Output: 10
<br/> Explanation: The reverse of 10 is 1 (leading zero is discarded), and 101 = 10. Input: n = 3
<br/> Output: 3
<br/> Explanation: The reverse of 3 is 3, and 33 = 27. <br/> Constraints:
1 <= n <= 10",https://www.geeksforgeeks.org/problems/power-of-numbers-1587115620/1?page=3&sortBy=submissions
Balanced Tree Check,Easy,43.15,"Given a binary tree, determine if it is height-balanced. A binary tree is considered height-balanced if the absolute difference in heights of the left and right subtrees is at most 1 for every node in the tree. <br/> Examples <br/>: Input: root[] = [1, 2, N, N, 3]
      1
    /
   2
    \
     3 
<br/> Output: false
<br/> Explanation: The height difference between the left and right subtrees at node 1 is 2, which exceeds 1. Hence, the tree is not balanced. Input: root[] = [10, 20, 30, 40, 60]
       10
     /   \
    20   30 
  /   \
 40   60
<br/> Output: true
<br/> Explanation: The height difference between the left and right subtrees at all nodes is at most 1. Hence, the tree is balanced. Input: root[] = [1, 2, 3, 4, N, N, N, 5]
 1
 / \
 2 3
 / 
 4
 /
 5
<br/> Output: false
<br/> Explanation: The height difference between the left and right subtrees at node 2 is 2, which exceeds 1. Hence, the tree is not balanced. <br/> Constraints:
1 <=number of nodes <= 105
1 <= node->data <= 100",https://www.geeksforgeeks.org/problems/check-for-balanced-tree/1?page=4&sortBy=submissions
Row with max 1s,Medium,33.09,"You are given a 2D binary array arr[][] consisting of only 1s and 0s. Each row of the array is sorted in non-decreasing order. Your task is to find and return the index of the first row that contains the maximum number of 1s. If no such row exists, return -1. Note: <br/> Examples <br/>: Input: arr[][] = [[0,1,1,1], [0,0,1,1], [1,1,1,1], [0,0,0,0]]
<br/> Output: 2
<br/> Explanation: Row 2 contains the most number of 1s (4 1s). Hence, the output is 2. Input: arr[][] = [[0,0], [1,1]]
<br/> Output: 1
<br/> Explanation: Row 1 contains the most number of 1s (2 1s). Hence, the output is 1. Input: arr[][] = [[0,0], [0,0]]
<br/> Output: -1
<br/> Explanation: No row contains any 1s, so the output is -1. <br/> Constraints:
1 ≤ arr.size(), arr[i].size() ≤ 103
0 ≤ arr[i][j] ≤ 1 ",https://www.geeksforgeeks.org/problems/row-with-max-1s0023/1?page=4&sortBy=submissions
Frequencies of Limited Range Array Elements,Easy,27.64,"You are given an array arr[] containing positive integers. The elements in the array arr[] range from 1 to n (where n is the size of the array), and some numbers may be repeated or absent. Your task is to count the frequency of all numbers in the range 1 to n and return an array of size n such that result[i] represents the frequency of the number i (1-based indexing). Examples Input: arr[] = [2, 3, 2, 3, 5]
<br/> Output: [0, 2, 2, 0, 1]
<br/> Explanation: We have: 1 occurring 0 times, 2 occurring 2 times, 3 occurring 2 times, 4 occurring 0 times, and 5 occurring 1 time. Input: arr[] = [3, 3, 3, 3]
<br/> Output: [0, 0, 4, 0]
<br/> Explanation: We have: 1 occurring 0 times, 2 occurring 0 times, 3 occurring 4 times, and 4 occurring 0 times. Input: arr[] = [1]
<br/> Output: [1]
<br/> Explanation: We have: 1 occurring 1 time, and there are no other numbers between 1 and the size of the array. <br/> Constraints:
1 ≤ arr.size() ≤ 106
1 ≤ arr[i] ≤ arr.size()",https://www.geeksforgeeks.org/problems/frequency-of-array-elements-1587115620/1?page=4&sortBy=submissions
Longest Increasing Subsequence,Medium,32.8,"Given an array arr[] of integers, the task is to find the length of the Longest Strictly Increasing Subsequence (LIS). A subsequence is considered strictly increasing if each element in the subsequence is strictly less than the next element. <br/> Examples <br/>: Input: arr[] = [5, 8, 3, 7, 9, 1]
<br/> Output: 3
<br/> Explanation: The longest strictly increasing subsequence could be [5, 7, 9], which has a length of 3. Input: arr[] = [0, 8, 4, 12, 2, 10, 6, 14, 1, 9, 5, 13, 3, 11, 7, 15]
<br/> Output: 6
<br/> Explanation: One of the possible longest strictly increasing subsequences is [0, 2, 6, 9, 13, 15], which has a length of 6. Input: arr[] = [3, 10, 2, 1, 20]
<br/> Output: 3
<br/> Explanation: The longest strictly increasing subsequence could be [3, 10, 20], which has a length of 3. Input: arr[] = [3, 2]
<br/> Output: 1
<br/> Explanation: Since there is no strictly increasing subsequence, the longest subsequence is any single element, thus the length is 1. <br/> Constraints:",https://www.geeksforgeeks.org/problems/longest-increasing-subsequence-1587115620/1?page=4&sortBy=submissions
Reverse a linked list,Easy,73.11,"Linked list: 1->2->3->4->5->6
<br/> Output: 6->5->4->3->2->1
<br/> Explanation: 2->7->10->9->8 
<br/> Output: 8->9->10->7->2
<br/> Explanation: 10
<br/> Output: 10
<br/> Explanation: For a single node list, the reverse would be same as original Expected Time Complexity: O(n)
Expected Space  <br/> Constraints:
1 <= number of nodes, data of nodes <= 105",https://www.geeksforgeeks.org/problems/reverse-a-linked-list/1?page=4&sortBy=submissions
nCr,Medium,14.82,"Given two integers n and r, find nCr. 
Note: If r is greater than n, return 0. <br/> Examples <br/>: Input: n = 3, r = 2
<br/> Output: 3
Explaination: 3C2 = 3. Input: n = 2, r = 4
<br/> Output: 0
Explaination: r is greater than n. Input: n = 5, r = 0
<br/> Output: 1
Explaination: Any nC0 = 1 by definition, regardless of the value of nn. <br/> Constraints:
1 ≤ n ≤ 32
1 ≤ r ≤ 32",https://www.geeksforgeeks.org/problems/ncr1019/1?page=4&sortBy=submissions
Prime Number,Basic,22.2,"Given a number n, determine whether it is a prime number or not. A prime number is a number greater than 1 that has no positive divisors other than 1 and itself. Examples : Input: n = 7
<br/> Output: true
<br/> Explanation: 7 has exactly two divisors: 1 and 7, making it a prime number. Input: n = 25
<br/> Output: false
<br/> Explanation: 25 has more than two divisors: 1, 5, and 25, so it is not a prime number. Input: n = 1
<br/> Output: false
<br/> Explanation: 1 has only one divisor (1 itself), which is not sufficient for it to be considered prime. <br/> Constraints:
1 ≤ n ≤ 109",https://www.geeksforgeeks.org/problems/prime-number2314/1?page=4&sortBy=submissions
Longest Consecutive Subsequence,Medium,33,"Given an array arr of non-negative integers. Find the length of the longest sub-sequence such that elements in the subsequence are consecutive integers, the consecutive numbers can be in any order. <br/> Examples <br/>: Input: arr[] = [2, 6, 1, 9, 4, 5, 3]
<br/> Output: 6
<br/> Explanation: The consecutive numbers here are 1, 2, 3, 4, 5, 6. These 6 numbers form the longest consecutive subsquence. Input: arr[] = [1, 9, 3, 10, 4, 20, 2]
<br/> Output: 4
<br/> Explanation: 1, 2, 3, 4 is the longest consecutive subsequence. Input: arr[] = [15, 13, 12, 14, 11, 10, 9]
<br/> Output: 7
<br/> Explanation: The longest consecutive subsequence is 9, 10, 11, 12, 13, 14, 15, which has a length of 7. <br/> Constraints:",https://www.geeksforgeeks.org/problems/longest-consecutive-subsequence2449/1?page=4&sortBy=submissions
